X,Y,Intersection,All Motorized Vehicles AADT (24 hour volume) ,% Trucks,Pedestrians Not Factored,Bicycles Not Factored,Data Collection Date,,,,,
395330.8789,5022984.449,ROCKDALE RD @ RUSSLAND RD/HIGHWAY LANE,8834,4.35%,2,0,28-Jan-15,,,,,
381215.7411,5037731.589,ROCQUE ST @ ST. PIERRE ST,245,3.34%,17,8,12-Nov-15,,,,,
380829.7521,5034057.562,ROLLING BROOK DR @ SILVERBIRCH ST,1696,3.38%,97,13,21-May-15,,,,,
381635.726,5032464.032,ROLLING MEADOW CRES @ SADDLERIDGE DR,1792,6.13%,70,10,25-Jun-15,,,,,
350377.529,5016345.767,ROSEHILL AVE @ ETESIAN ST,408,6.43%,42,7,29-Jul-15,,,,,
350500.3529,5016458.471,ROSEHILL AVE @ HUNTMAR DR,10963,1.91%,204,32,24-Jun-15,,,,,
364356.694,5029362.56,ROSS AVE @ SCOTT ST,14957,3.87%,449,352,22-Sep-15,,,,,
392875.8011,5040974.551,ROYAL ORCHARD DR @ WILHAVEN DR,2109,4.14%,1,0,17-Dec-15,,,,,
391107.8389,5025920.48,RUSSELL RD @ SAND RD,5493,10.56%,0,0,28-Oct-15,,,,,
374457.737,5028633.544,RUSSELL RD @ SOUTHVALE CRES S,13008,12.18%,303,19,09-Jul-15,,,,,
360839.6781,5024929.519,SACKVILLE ST @ CONNAUGHT AVE,703,3.73%,80,1,19-Feb-15,,,,,
373145.731,5028668.546,SAUNDERSON DR @ PLEASANT PARK RD,7999,2.87%,117,91,02-Jun-15,,,,,
385636.3551,5036380.27,SCALA AVE @ PORTOBELLO BLVD,7510,3.32%,44,0,07-Jan-15,,,,,
365209.6989,5026651.536,SILVER ST @ SUMMERVILLE AVE,807,19.63%,166,9,25-Mar-15,,,,,
378063.9359,5006581.978,SNAKE ISLAND RD @ STAGECOACH RD,7328,9.91%,0,4,02-Jul-15,,,,,
365647.6989,5029837.564,SOMERSET ST @ WELLINGTON ST/GARLAND ST,6998,4.94%,1053,620,12-Aug-15,,,,,
384551.517,5034726.576,SOUTHFIELD WAY @ TENTH LINE RD,11699,5.98%,29,24,08-Jul-15,,,,,
368671.377,5016145.111,SPRATT RD @ CANYON WALK DR/GOLDENEYE WAY,7696,3.73%,968,33,30-Apr-15,,,,,
380969.7419,5037201.586,ST. JEAN ST @ ST. JOSEPH BLVD,21592,2.14%,198,1,14-Jan-15,,,,,
379164.983,5036154.126,ST. JOSEPH BLVD @ FOREST VALLEY DR/YOUVILLE DR,27645,1.82%,5,2,14-Jan-15,,,,,
379861.969,5036472.323,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD,42720,1.66%,124,2,17-Dec-15,,,,,
379861.969,5036472.323,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD,37292,1.96%,129,23,23-Jun-15,,,,,
379861.969,5036472.323,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD,37292,1.96%,129,23,23-Jun-15,,,,,
376558.7449,5035054.248,ST. JOSEPH BLVD @ REGIONAL RD 174/TRANSITWAY,29527,4.84%,213,1,14-Jan-15,,,,,
382890.809,5038666.453,ST. JOSEPH BLVD @ TENTH LINE RD,29176,2.86%,52,0,24-Feb-15,,,,,
372305.7211,5031951.574,ST. LAURENT BLVD @ COVENTRY RD/OGILVIE RD,59060,4.39%,1261,8,27-Jan-15,,,,,
372444.7219,5031616.571,ST. LAURENT BLVD @ TRANSITWAY,36442,6.12%,27,7,04-Feb-15,,,,,
372595.7241,5031241.568,ST. LAURENT BLVD @ TREMBLAY RD,42233,6.38%,118,2,03-Mar-15,,,,,
379385.7321,5037790.599,ST. LUCIA PL @ VORLAGE DR,737,2.22%,38,6,30-Jun-15,,,,,
368427.7041,5033069.591,ST. PATRICK ST/ST. ANDREW ST @ BEAUSOLEIL DR,31335,2.21%,471,338,06-Aug-15,,,,,
349546.3535,5014875.451,STITTSVILLE MAIN ST @ HAZELDEAN RD,35378,3.43%,90,1,01-Dec-15,,,,,
356561.666,5015861.059,STONEHAVEN DR @ SAWYER WAY/SUMMITVIEW DR,17934,2.07%,57,35,16-Sep-15,,,,,
356561.666,5015861.059,STONEHAVEN DR @ SAWYER WAY/SUMMITVIEW DR,15611,2.32%,110,16,13-May-15,,,,,
355950.3959,5016619.151,STONEHAVEN DR @ STONEMEADOW DR,9712,3.24%,236,33,01-Oct-15,,,,,
363229.4581,5014304.09,STRANDHERD DR @ ANDORA AVE,18364,4.58%,55,0,09-Dec-15,,,,,
362293.663,5013548.81,STRANDHERD DR @ CEDARVIEW RD/TARTAN DR,26249,7.15%,1,0,17-Dec-15,,,,,
362293.663,5013548.81,STRANDHERD DR @ CEDARVIEW RD/TARTAN DR,23172,7.53%,0,0,18-Feb-15,,,,,
366106.154,5015395.149,STRANDHERD DR @ WOODROFFE AVE,43848,2.59%,319,44,01-Oct-15,,,,,
376277.3041,5013328.479,SUNCREST DR @ TINTERN DR,494,4.79%,17,20,03-Sep-15,,,,,
367602.5459,5033362.621,SUSSEX DR @ 151 S OF KING EDWARD AVE,19788,1.75%,1024,5,10-Feb-15,,,,,
367956.6989,5034163.603,SUSSEX DR/PRINCESS AVE @ RIDEAU GATE,15601,1.23%,65,277,23-Jun-15,,,,,
383640.9751,5036900.456,TENTH LINE RD @ CHARLEMAGNE BLVD S/DES EPINETT,34338,2.70%,156,2,24-Feb-15,,,,,
352293.6211,5020788.481,TERON RD @ PARKWAY (THE)/PENFIELD DR S,10478,3.44%,130,168,07-Jul-15,,,,,
352289.7696,5017142.549,TERRY FOX DR @ 135 S OF HAZELDEAN RD/SOBEY'S S,23497,2.22%,85,1,03-Mar-15,,,,,
349095.451,5019327.595,TERRY FOX DR @ TILLSONBURG ST,16925,3.20%,26,53,27-May-15,,,,,
382659.7479,5037783.581,TOMPKINS AVE @ CARAVEL CRES E/MCEACHERN CRES E,2318,5.89%,119,3,24-Nov-15,,,,,
371168.7181,5031285.571,TREMBLAY RD @ TRAIN STATION,7347,4.80%,7,5,27-Jan-15,,,,,
350911.5871,5011962.372,UPCOUNTRY DR @ STITTSVILLE MAIN ST,7086,4.60%,10,29,04-Jun-15,,,,,
371123.7299,5021373.494,UPLANDS DR @ AIRPORT PKWY RAMP 35,13203,4.99%,34,2,02-Dec-15,,,,,
365193.7,5022948.504,VIEWMOUNT DR @ MERIVALE RD,45307,3.68%,1065,11,09-Dec-15,,,,,
350014.6581,5020576.689,WALDEN DR @ KANATA AVE,7785,4.38%,151,45,13-May-15,,,,,
363670.691,5021246.489,WEST HUNT CLUB RD @ WOODROFFE AVE,59702,4.41%,107,25,15-Oct-15,,,,,
362823.6879,5023270.506,WOODROFFE AVE @ ALGONQUIN COLLEGE/TRANSITWAY S,50125,3.04%,1554,10,01-Dec-15,,,,,
366327.1189,5014853.406,WOODROFFE AVE @ CRESTHAVEN DR/PAUL METIVIER,7009,6.26%,56,0,13-Jan-15,,,,,
362082.6849,5024939.52,WOODROFFE AVE @ HWY 417 WOODROFF IC127R26/HWY4,33896,2.56%,62,25,12-Aug-15,,,,,
363419.6901,5021826.494,WOODROFFE AVE @ KNOXDALE RD/MEDHURST DR,40826,4.03%,505,43,15-Oct-15,,,,,
366666.2747,5030879.415,105 S OF COMMISSIONER ST @ ALBERT ST,8413,19.05%,111,371,2016-Jul-13,,,,,
366724.8285,5028870.656,130 W OF PRESTON ST @ CARLING AVE,22855,3.35%,563,398,2016-Jul-13,,,,,
380235.6277,5038201.622,225 E OF ORLEANS BLVD/ST. MATTHEW H.S. @ JEANNE D'ARC BLVD,10749,3.32%,208,7,2016-Mar-09,,,,,
368235.6976,5022055.979,225 E OF RIVERSIDE DR / T & T SC @ HUNT CLUB RD,38161,3.77%,161,2,2016-Jan-29,,,,,
349335.7492,5014747.452,250 W OF STITTSVILLE MAIN ST @ HAZELDEAN RD,12937,5.91%,18,1,2016-Jan-19,,,,,
377216.7241,4999008.308,2ND LINE RD @ DALMENY RD EXTENSION,1166,5.90%,0,0,2016-Nov-03,,,,,
375900.7219,5002083.336,2ND LINE RD @ LOMBARDY DR,306,9.52%,1,0,2016-Dec-07,,,,,
376058.7219,5001706.333,2ND LINE RD @ OSGOODE MAIN ST,3337,3.09%,1,14,2016-Jul-21,,,,,
377276.7241,4998872.307,2ND LINE RD N @ DALMENY RD N,2197,4.85%,0,0,2016-Nov-03,,,,,
385227.9246,5038518.402,300 S OF WATTERS RD @ TRIM RD,14809,4.56%,96,8,2016-Jan-13,,,,,
348792.792,5017828.374,320 W OF HUNTMAR DR @ CAMPEAU DR,5796,2.80%,105,0,2016-Aug-17,,,,,
351183.5138,5016299.5,"325 E OF HUNTMAR RD/IBER RD,TRANSITWAY @ HAZELDEAN RD",27550,3.71%,19,0,2016-Jan-19,,,,,
351410.32,5016506.602,635 E OF HUNTMAR DR/IBER RD @ HAZELDEAN RD,28212,3.44%,40,0,2016-Jan-19,,,,,
351618.5658,5016697.734,780 W OF TERRY FOX DR @ HAZELDEAN RD,30690,3.00%,111,51,2016-Aug-17,,,,,
351618.5658,5016697.734,780 W OF TERRY FOX DR @ HAZELDEAN RD,30367,3.54%,38,0,2016-Jan-19,,,,,
353827.6249,5018034.456,ABBEYHILL DR @ EAGLESON RD,32206,2.34%,101,12,2016-Aug-18,,,,,
351978.077,5014876.394,ABBOTT ST @ IBER RD,7208,4.42%,14,0,2016-Mar-08,,,,,
351978.077,5014876.394,ABBOTT ST @ IBER RD,6464,4.11%,1,0,2016-Jan-13,,,,,
366824.7041,5029414.559,ABERDEEN ST @ ROCHESTER ST,7843,2.67%,310,48,2016-Nov-16,,,,,
369634.706,5033942.598,ACACIA AVE @ BEECHWOOD AVE,15011,4.47%,166,311,2016-Jun-08,,,,,
349872.7129,5012273.05,ADAMSON CRES/BELL ST @ WEST RIDGE DR,3979,3.17%,65,32,2016-Jul-06,,,,,
349872.7129,5012273.05,ADAMSON CRES/BELL ST @ WEST RIDGE DR,4118,5.53%,70,0,2016-Nov-22,,,,,
358343.226,5023230.238,AERO DR @ HOLLY ACRES RD,8119,2.30%,144,50,2016-Oct-26,,,,,
366428.7011,5030626.571,ALBERT ST @ BOOTH ST,19930,16.83%,310,45,2016-Sep-01,,,,,
372495.7359,5022805.504,ALBION RD @ BADEN AVE/MAASS GT,8218,2.31%,76,48,2016-Oct-05,,,,,
374010.0249,5019208.543,ALBION RD @ FINDLAY CREEK DR,14902,3.29%,8,2,2016-Feb-02,,,,,
374010.0249,5019208.543,ALBION RD @ FINDLAY CREEK DR,16929,4.61%,3,15,2016-Sep-28,,,,,
374626.749,5017746.468,ALBION RD @ HIGH RD,9398,4.25%,35,4,2016-Apr-26,,,,,
372694.737,5022332.501,ALBION RD @ LESTER RD,22211,3.19%,21,8,2016-Feb-10,,,,,
371817.731,5024443.517,ALBION RD @ SOUTHGATE RD/ROYAL OAK CRT,5598,5.43%,234,6,2016-Dec-07,,,,,
371033.726,5026354.531,ALBION RD/COLLISTON CRES E @ WALKLEY RD,22861,4.37%,604,3,2016-Dec-07,,,,,
364428.6959,5022642.501,ALDERCREST DR @ VIEWMOUNT DR,4645,4.47%,35,2,2016-Feb-09,,,,,
370248.0729,5026200.736,ALTA VISTA DR @ BANK ST,39280,3.05%,472,4,2016-Jan-20,,,,,
370344.72,5028017.545,ALTA VISTA DR @ CUNNINGHAM AVE,14192,3.06%,130,80,2016-Jun-02,,,,,
367087.709,5020460.485,AMBERWOOD CRES @ EDENBROOK CRT,736,8.02%,27,20,2016-Oct-19,,,,,
366409.7049,5020016.48,AMBERWOOD CRES @ MERIVALE RD,16220,3.40%,5,1,2016-Jan-13,,,,,
366409.7049,5020016.48,AMBERWOOD CRES @ MERIVALE RD,15524,3.84%,55,24,2016-Oct-19,,,,,
382918.751,5037525.578,AMIENS ST @ PRESTONE DR,3665,3.26%,69,31,2016-Oct-12,,,,,
361498.6471,5026481.74,ANCASTER AVE @ BYRON AVE,640,2.05%,107,130,2016-Jul-26,,,,,
379029.7589,5028508.532,ANDERSON RD @ RIDGE RD,8804,2.14%,0,4,2016-Jul-12,,,,,
361669.683,5026448.533,ANTHONY AVE @ WOODROFFE AVE,14785,2.28%,86,23,2016-Aug-25,,,,,
384776.3381,5035179.102,AQUAVIEW DR @ BRIAN COBURN BLVD,11511,3.82%,247,38,2016-Jun-16,,,,,
384967.3929,5035746.358,AQUAVIEW DR @ ESPRIT DR,4643,4.66%,238,21,2016-Oct-19,,,,,
368493.709,5030671.569,ARGYLE AVE N @ ELGIN ST,16184,2.85%,1366,427,2016-May-11,,,,,
368509.709,5030645.569,ARGYLE AVE S @ ELGIN ST,11682,2.99%,1845,408,2016-May-11,,,,,
365452.889,5029674.704,ARMSTRONG ST @ MERTON ST,1914,3.00%,465,250,2016-Jul-21,,,,,
351240.111,5012230.246,ARROWWOOD DR @ BAYWOOD DR,938,2.45%,62,22,2016-Jul-07,,,,,
366829.9449,5030390.601,ARTHUR ST @ SOMERSET ST,10498,3.48%,2531,320,2016-Nov-16,,,,,
360729.6781,5025528.525,ASSALY RD @ RICHMOND RD,15259,3.28%,365,87,2016-Aug-11,,,,,
363329.952,5028734.994,ATHLONE AVE @ SCOTT ST,8457,5.06%,1172,139,2016-Nov-16,,,,,
372146.7151,5034108.594,AVIATION PKWY @ MONTREAL RD,43375,2.65%,719,3,2016-Feb-04,,,,,
369605.72,5025515.526,AVONCOURT WAY @ WALKLEY RD,17650,2.12%,57,11,2016-Nov-16,,,,,
368082.7079,5030166.565,BANK ST @ CHAMBERLAIN AVE N/ISABELLA ST,25265,4.67%,1777,526,2016-Aug-03,,,,,
367916.7071,5030562.569,BANK ST @ GLADSTONE AVE,21033,4.54%,5875,798,2016-Jul-27,,,,,
369995.72,5026851.536,BANK ST @ HERON RD,48211,3.27%,709,85,2016-Aug-03,,,,,
371608.731,5024096.514,BANK ST @ HUNT CLUB RD,49915,4.49%,831,18,2016-Aug-03,,,,,
374435.746,5022535.502,BANK ST @ NCC BIKE PATHWAY/680 N OF CONROY RD,14897,4.89%,0,0,2016-Jan-20,,,,,
368734.7129,5028581.551,BANK ST @ SUNNYSIDE AVE,25662,3.28%,3373,64,2016-Mar-09,,,,,
370337.8521,5025947.735,BANK ST @ WALKLEY RD,54840,2.96%,420,3,2016-Jan-20,,,,,
366735.6901,5009189.384,BANKFIELD RD @ FIRST LINE RD,10644,9.38%,0,1,2016-Jun-28,,,,,
366735.6901,5009189.384,BANKFIELD RD @ FIRST LINE RD,10957,9.97%,0,0,2016-Sep-14,,,,,
368431.703,5010157.396,BANKFIELD RD @ MANOTICK MAIN ST/RIDEAU VALLEY,15068,5.53%,2,2,2016-Mar-23,,,,,
361021.677,5021566.49,BANNER RD @ GREENBANK RD,33759,2.02%,491,1,2016-Mar-09,,,,,
374247.737,5028249.541,BANTON ST @ WALKLEY RD,28685,6.51%,112,10,2016-Nov-08,,,,,
367265.7,5011882.41,BARNSDALE RD @ RIDEAU VALLEY DR,10917,2.25%,3,28,2016-Jun-28,,,,,
359150.8375,5021691.992,BASELINE RD @ 180 E OF CEDARVIEW RD,17481,2.76%,52,36,2016-Aug-11,,,,,
361633.6811,5023207.505,BASELINE RD @ CENTREPOINTE DR W/COBDEN RD,30856,1.63%,225,80,2016-Jul-21,,,,,
364358.6959,5024890.52,BASELINE RD @ CLYDE AVE,58963,2.01%,756,2,2016-Jan-20,,,,,
364358.6959,5024890.52,BASELINE RD @ CLYDE AVE,59378,1.92%,785,51,2016-Oct-26,,,,,
365356.7,5025517.526,BASELINE RD @ FARLANE BLVD,38044,2.43%,108,34,2016-Oct-26,,,,,
366166.7041,5026028.53,BASELINE RD @ FISHER AVE,45961,2.71%,334,229,2016-Aug-03,,,,,
360597.6751,5022584.498,BASELINE RD @ GREENBANK RD,50878,2.02%,413,35,2016-Aug-11,,,,,
360242.6729,5022371.496,BASELINE RD @ GUTHRIE ST,17770,2.32%,104,73,2016-Aug-03,,,,,
359310.6671,5021789.491,BASELINE RD @ JOHN SUTHERLAND DR/VALLEY STREAM,24065,3.16%,215,15,2016-Mar-23,,,,,
364742.4603,5025130.451,BASELINE RD @ LOBLAWS SC,37462,1.90%,1129,44,2016-Oct-26,,,,,
365054.6989,5025325.524,BASELINE RD @ MERIVALE RD,57067,2.66%,758,6,2016-Feb-09,,,,,
359793.6699,5022155.494,BASELINE RD @ MONTEREY DR,20048,2.64%,149,62,2016-Jul-20,,,,,
363085.689,5024097.513,BASELINE RD @ NAVAHO DR,32310,2.64%,1215,62,2016-Aug-10,,,,,
362549.686,5023770.51,BASELINE RD @ WOODROFFE AVE,61375,2.41%,371,78,2016-Aug-10,,,,,
366873.7071,5026438.534,BASELINE RD/HERON RD @ PRINCE OF WALES DR,62072,2.85%,192,3,2016-Jan-19,,,,,
351003.591,5013158.418,BASSWOOD AVE @ CARLETON CATHCART ST,600,1.37%,19,54,2016-Jul-05,,,,,
367248.6381,5030647.193,BAY ST @ SOMERSET ST,9974,3.57%,1953,618,2016-Apr-28,,,,,
366814.7011,5031351.577,BAY ST @ WELLINGTON ST,39824,4.60%,1044,37,2016-Jan-20,,,,,
371421.7271,5026590.533,BAYCREST DR @ WALKLEY RD,21347,4.47%,520,7,2016-Nov-16,,,,,
359071.8321,5023873.174,BAYSHORE DR @ WOODRIDGE CRES N,10613,3.61%,440,21,2016-Jul-21,,,,,
359236.2649,5023512.795,BAYSHORE DR @ WOODRIDGE CRES S,16560,4.07%,705,3,2016-Mar-30,,,,,
366184.7019,5029056.557,BAYSWATER AVE @ BEECH ST,4900,1.61%,169,84,2016-Aug-31,,,,,
366000.7011,5029479.56,BAYSWATER AVE @ GLADSTONE AVE,9566,2.28%,333,434,2016-Jul-27,,,,,
365907.7,5029690.562,BAYSWATER AVE @ LAUREL ST,6581,1.57%,260,140,2016-Aug-31,,,,,
366314.703,5028760.554,BAYSWATER AVE @ SHERWOOD DR,5414,1.21%,217,294,2016-Aug-11,,,,,
365814.0751,5029911.171,BAYSWATER AVE @ SOMERSET ST,15740,3.24%,1745,689,2016-Sep-07,,,,,
366091.7011,5029269.559,BAYSWATER AVE @ YOUNG ST,5346,1.35%,227,132,2016-Aug-31,,,,,
366102.7011,5029020.556,BAYSWATER PL @ BEECH ST,4900,1.61%,169,84,2016-Aug-31,,,,,
365519.037,5030071.564,BAYVIEW RD @ SCOTT ST/ALBERT ST,21386,14.12%,901,172,2016-Sep-07,,,,,
338160.746,5017977.683,BEARHILL RD @ MARCH RD,9963,5.71%,3,4,2016-Jul-05,,,,,
365409.3841,5015667.405,BEATRICE DR @ DEERFOX DR,4889,2.58%,261,27,2016-Oct-18,,,,,
368644.7049,5032777.588,BEAUSOLEIL DR @ YORK ST,3107,2.58%,1111,237,2016-Jun-08,,,,,
368644.7049,5032777.588,BEAUSOLEIL DR @ YORK ST,3493,2.45%,1332,269,2016-Sep-21,,,,,
375399.734,5031874.566,BEAVERPOND DR @ BLAIR RD,21550,5.44%,33,1,2016-Jan-29,,,,,
369428.1641,5029745.947,BECKWITH RD @ MARLOWE CRES,729,4.49%,188,7,2016-Feb-04,,,,,
369428.1641,5029745.947,BECKWITH RD @ MARLOWE CRES,1788,6.32%,230,94,2016-May-17,,,,,
366684.7041,5029269.558,BEECH ST @ PRESTON ST,16847,4.89%,1764,323,2016-Sep-07,,,,,
382208.9013,5035069.235,BELCOURT BLVD @ LOWES SC/210 S OF INNES RD,3843,2.81%,29,1,2016-Jan-19,,,,,
371523.7189,5031641.573,BELFAST RD @ COVENTRY RD,23373,3.16%,609,58,2016-Nov-08,,,,,
372860.726,5030578.562,BELFAST RD @ ST. LAURENT BLVD,44426,7.94%,83,3,2016-Jan-19,,,,,
371558.7189,5031320.57,BELFAST RD @ TREMBLAY RD,16711,4.89%,165,87,2016-Nov-08,,,,,
360961.6759,5020793.483,BELLMAN DR @ MCCLELLAN RD,3733,3.86%,43,55,2016-Jun-22,,,,,
368876.714,5028466.55,BELMONT @ WILLARD ST,2214,2.52%,614,106,2016-Oct-19,,,,,
364305.24,5015646.363,BERRIGAN DR @ LONGFIELDS DR,17641,3.13%,906,9,2016-Jun-13,,,,,
368185.7049,5032111.583,BESSERER ST @ NICHOLAS ST,8091,4.82%,3489,18,2016-Nov-30,,,,,
379617.749,5033274.562,BLACKBURN BYPASS @ NAVAN RD,31046,4.64%,0,10,2016-Jul-26,,,,,
379617.749,5033274.562,BLACKBURN BYPASS @ NAVAN RD,33704,4.47%,2,15,2016-Aug-31,,,,,
375578.7359,5031439.562,BLAIR RD @ INNES RD,57178,4.07%,118,1,2016-Jan-28,,,,,
367738.7019,5033001.592,BOLTON ST @ DALHOUSIE ST,8397,2.60%,613,30,2016-Nov-30,,,,,
367094.7049,5029106.557,BOOTH ST @ CARLING AVE,20027,2.93%,954,144,2016-Jul-26,,,,,
366629.7019,5030171.566,BOOTH ST @ ECCLES ST S,8860,1.73%,524,177,2016-Sep-01,,,,,
366768.703,5029850.563,BOOTH ST @ GLADSTONE AVE,17213,2.60%,861,455,2016-Jul-27,,,,,
366999.7049,5029319.558,BOOTH ST @ NORMAN ST,9115,2.38%,452,253,2016-Sep-01,,,,,
366891.7041,5029571.561,BOOTH ST @ ORANGEVILLE ST,11774,2.07%,652,254,2016-Sep-01,,,,,
366264.257,5031006.688,BOOTH ST @ OTTAWA RIVER PKWY/WELLINGTON ST,50013,2.86%,374,120,2016-Sep-01,,,,,
366497.7011,5030471.569,BOOTH ST @ PRIMROSE AVE,6051,1.72%,408,123,2016-Sep-01,,,,,
366860.7041,5029641.561,BOOTH ST @ RAYMOND ST,15980,2.59%,665,248,2016-Sep-01,,,,,
366592.7019,5030254.567,BOOTH ST @ SOMERSET ST,15019,2.98%,1797,598,2016-Aug-18,,,,,
366710.703,5029982.565,BOOTH ST @ WILLOW ST,9254,1.71%,389,157,2016-Sep-01,,,,,
367451.309,5032951.973,BOTELER ST @ SUSSEX DR,32319,3.47%,467,26,2016-Dec-06,,,,,
388065.8249,5022162.473,BOUNDARY RD @ MITCH OWENS RD,10030,6.86%,0,4,2016-Jun-28,,,,,
386546.8079,5026021.496,BOUNDARY RD @ RUSSELL RD,7508,6.18%,17,15,2016-Jul-20,,,,,
373236.7299,5029693.554,BOURASSA ST @ ST. LAURENT BLVD,45607,4.85%,544,4,2016-Mar-09,,,,,
371674.7329,5019287.478,BOWESVILLE RD/HIGH RD @ LEITRIM RD,15314,4.66%,1,2,2016-Apr-26,,,,,
348759.9781,5022911.372,BRADY AVE @ FORESTBROOK ST,1359,1.81%,111,22,2016-Jul-06,,,,,
384851.974,5035014.496,BRANTHAVEN ST N @ LAKERIDGE DR,3124,3.32%,219,12,2016-Sep-07,,,,,
364884.2679,5013918.003,BREN-MAUR RD @ JOCKVALE RD,16472,2.85%,23,60,2016-Jun-28,,,,,
385141.5781,5035343.548,BRIAN COBURN BLVD @ ESPRIT DR,11005,4.65%,244,66,2016-Jun-16,,,,,
383523.5359,5034614.313,BRIAN COBURN BLVD @ GERRY LALONDE DR,11453,4.74%,36,24,2016-Oct-12,,,,,
384046.5521,5034850.028,BRIAN COBURN BLVD @ STRASBOURG ST,11277,7.73%,169,18,2016-Oct-12,,,,,
384428.3389,5035022.308,BRIAN COBURN BLVD @ TENTH LINE RD,22758,4.06%,63,14,2016-Oct-26,,,,,
368156.6841,5014392.546,BRIAN GOOD AVE @ SUMMERHILL ST,1912,7.71%,29,10,2016-Jul-07,,,,,
368156.6841,5014392.546,BRIAN GOOD AVE @ SUMMERHILL ST,2531,7.63%,45,10,2016-Sep-14,,,,,
368699.7041,5009932.395,BRIDGE ST/MAPLE AVE @ MANOTICK MAIN ST,19135,4.72%,59,3,2016-Mar-08,,,,,
354872.6871,5015403.916,BRIDGESTONE DR @ EAGLESON RD,15618,3.34%,4,3,2016-Apr-27,,,,,
355105.6321,5016984.447,BRIDGESTONE DR/STEEPLE CHASE DR @ STONEHAVEN D,13098,3.65%,460,9,2016-Jun-13,,,,,
355609.557,5016339.441,BRIDLE PARK DR @ STONEMEADOW DR,13827,2.88%,532,20,2016-Sep-28,,,,,
371367.737,5023705.898,BRIDLE PATH DR @ CROSSCUT TER/PIMLICO CRES S,8716,2.76%,367,40,2016-Sep-08,,,,,
371620.731,5023532.51,BRIDLE PATH DR @ EQUUS WAY E/HUNTER'S POINT CR,7473,3.41%,260,52,2016-Nov-08,,,,,
371544.731,5023496.51,BRIDLE PATH DR @ HUNTER'S POINT CRES W,7138,2.18%,111,74,2016-Aug-04,,,,,
371544.731,5023496.51,BRIDLE PATH DR @ HUNTER'S POINT CRES W,6912,4.05%,185,67,2016-Oct-05,,,,,
366768.7019,5030948.573,BRONSON AVE @ COMMISSIONER ST/SLATER ST,15972,14.00%,1209,117,2016-Aug-03,,,,,
367133.7041,5030081.565,BRONSON AVE @ GLADSTONE AVE,32022,3.29%,1568,495,2016-Jul-27,,,,,
366968.1871,5030475.118,BRONSON AVE @ SOMERSET ST,24966,3.76%,2801,516,2016-Aug-18,,,,,
368640.943,5026697.791,BRONSON AVE/BRONSON/HERON RAMP 35 @ HERON RD,31411,4.35%,293,57,2016-Aug-24,,,,,
367827.7019,5032851.59,BRUYERE ST @ DALHOUSIE ST,9331,3.13%,1438,48,2016-Nov-30,,,,,
367538.6551,5032668.426,BRUYERE ST @ SUSSEX DR,23049,4.87%,1500,41,2016-Dec-06,,,,,
368478.317,5034833.936,BUENA VISTA RD @ LISGAR RD,2416,0.81%,72,73,2016-Jun-08,,,,,
369660.2071,5029521.804,BULLOCK AVE @ CENTENNIAL BLVD,1034,3.33%,47,54,2016-Jul-07,,,,,
364938.6959,5030162.567,BURNSIDE AVE @ HINCHEY AVE,4369,1.61%,340,114,2016-Oct-19,,,,,
363274.6901,5028180.549,BYRON AVE @ CHURCHILL AVE,15675,2.45%,516,193,2016-Aug-25,,,,,
364255.694,5028603.553,BYRON AVE @ ISLAND PARK DR,21931,0.59%,372,46,2016-Mar-09,,,,,
363866.6929,5028431.552,BYRON AVE @ KIRKWOOD AVE,16696,3.39%,429,250,2016-Aug-24,,,,,
361743.343,5026821.289,BYRON AVE @ LOCKHART AVE E,2884,0.97%,75,158,2016-Jul-26,,,,,
361710.9521,5026777.744,BYRON AVE @ LOCKHART AVE W,1866,1.32%,90,150,2016-Jul-26,,,,,
361998.6849,5027178.54,BYRON AVE @ REDWOOD AVE,3407,1.11%,158,216,2016-Jul-26,,,,,
363035.689,5028061.548,BYRON AVE @ ROOSEVELT AVE,7808,0.97%,816,508,2016-Jun-21,,,,,
361904.6841,5027046.539,BYRON AVE @ SHERBOURNE RD,3958,0.95%,64,163,2016-Jul-26,,,,,
372407.734,5024542.517,CAHILL DR @ HUNT CLUB RD,32646,4.99%,38,2,2016-Jan-20,,,,,
372407.734,5024542.517,CAHILL DR @ HUNT CLUB RD,30102,4.25%,41,20,2016-Aug-11,,,,,
365113.837,5013068.716,CAMBRIAN RD @ KILBIRNIE DR/TUCANA WAY,10554,3.26%,505,5,2016-Sep-14,,,,,
368822.714,5028193.548,CAMERON AVE @ WENDOVER AVE,1266,2.88%,131,280,2016-Sep-08,,,,,
352308.9079,5020329.16,CAMPEAU DR @ HAWKSTONE GT,12531,2.46%,347,6,2016-Dec-01,,,,,
350454.034,5019013.214,CAMPEAU DR @ TERRY FOX DR,32813,3.11%,84,3,2016-Dec-01,,,,,
351643.4159,5019636.7,CANADIAN SHIELD AVE @ GREAT LAKES AVE,1026,1.60%,105,5,2016-Jul-05,,,,,
359003.3129,5023989.747,CARLING AVE @ BAYSHORE DR/BIRCHDALE AVE,27669,2.11%,326,14,2016-Mar-23,,,,,
363180.6901,5026638.535,CARLING AVE @ BROADVIEW AVE,37660,2.60%,1091,8,2016-Mar-23,,,,,
