RECORD,LOCATION & GEOID,TOTAL_COLLISIONS,2013_TOTAL,2014_TOTAL,2015_TOTAL,2016_TOTAL,2017_TOTAL,TOTAL_CYCLIST_COLLISIONS,2013_CYCLIST,2014_CYCLIST,2015_CYCLIST,2016_CYCLIST,2017_CYCLIST,TOTAL_PEDESTRIAN_COLLISIONS,2013_PEDESTRIAN,2014_PEDESTRIAN,2015_PEDESTRIAN,2016_PEDESTRIAN,2017_PEDESTRIAN,XCOORD,YCOORD,LONGITUDE,LATITUDE
5239,FURLONG CRES W @ STONEHAVEN DR W (0003239),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355622.78490,5016941.31210,-75.85207589490,45.29058839480
5240,FURNESS WAY @ VERSILIA DR (0013986),2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,367084.48000,5016332.68000,-75.70604346060,45.28418963490
5241,GABBRO CRES btwn GRAINSTONE WAY & GRAINSTONE WAY (__8JUUIQ),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348990.38759,5020010.47201,-75.93635225960,45.31865399580
5242,GABERT RD btwn NIXON DR & SOUTH GOWER BOUNDARY RD (__3ZA7GU),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375943.98584,4995443.02601,-75.59610248290,45.09538784330
5243,GABRIEL ST @ ST. JOSEPH BLVD (0004100),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,381544.73590,5037641.59390,-75.51842731000,45.47448253580
5244,GALATINA WAY btwn ABBEYDALE CIRC & HUNTERBROOK ST N (__5GN1PV),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,348466.72401,5022851.79485,-75.94278060460,45.34425376810
5245,GALAXIE AVE btwn MUSTANG ST & COUGAR CRT (1) (__3ZA6UA),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388013.71477,5031614.31185,-75.43672161910,45.41951438970
5246,GALETTA SIDE RD @ HIGHWAY 17 (0001664),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321838.48670,5029772.65420,-76.28233324450,45.40768384210
5247,GALETTA SIDE RD @ LOGGERS WAY (0001765),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325001.54380,5032562.66360,-76.24181115370,45.43270550840
5248,GALETTA SIDE RD @ TORBOLTON RIDGE RD (0002373),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331903.59690,5038647.68100,-76.15326439840,45.48722707480
5249,GALETTA SIDE RD @ UPPER DWYER HILL RD (0001655),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320846.46960,5028844.64460,-76.29503638270,45.39935656670
5250,GALETTA SIDE RD @ WOODKILTON RD (0002365),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332712.59210,5039508.67420,-76.14286618240,45.49494264410
5251,GALETTA SIDE RD btwn CANON SMITH DR & NEWTOWN RD (__3ZA4QF),3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,329444.52364,5036495.10186,-76.18483075550,45.46794860770
5252,GALETTA SIDE RD btwn CARP RD & HARBOUR ST (__3ZA4RV),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,328218.56529,5035403.17037,-76.20056085900,45.45816518580
5253,GALETTA SIDE RD btwn FERRY RD & STONECREST RD (__3ZA4RN),3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330615.01750,5037509.47662,-76.16980871140,45.47703400320
5254,GALETTA SIDE RD btwn HARBOUR ST & CANON SMITH DR (__3ZA4QE),3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,328762.44626,5035891.20771,-76.19358289110,45.46253828370
5255,GALETTA SIDE RD btwn HIGHWAY 17 & MACHARDY RD (__3ZA4SH),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322390.11051,5030261.87270,-76.27526884410,45.41207243270
5256,GALETTA SIDE RD btwn HOMESTEADERS RD & CARP RD (__3ZA4RU),4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,327619.40106,5034878.32402,-76.20824626560,45.45346224040
5257,GALETTA SIDE RD btwn IVY ACRES RD & UPPER DWYER HILL RD (__3ZA4SO),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320335.80959,5028404.29992,-76.30157293740,45.39540562410
5258,GALETTA SIDE RD btwn JOHN SHAW RD & HOMESTEADERS RD (__3ZA4RB),6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326574.62887,5033944.97116,-76.22164518180,45.44509688690
5259,GALETTA SIDE RD btwn LOGGERS WAY & JOHN SHAW RD (__3ZA4RA),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325534.17525,5033019.71619,-76.23498460010,45.43680267990
5260,GALETTA SIDE RD btwn MACHARDY RD & DARWIN ST (__3ZA4R0),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,323358.80124,5031134.30373,-76.26286010430,45.41989797540
5261,GALETTA SIDE RD btwn MOHRS RD & MORNING DEW DR (__4B1MVN),6,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,324057.36137,5031871.35196,-76.25390533780,45.42651140510
5262,GALETTA SIDE RD btwn MORNING DEW DR & LOGGERS WAY (__3ZA4RE),3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324636.68009,5032239.93901,-76.24648730380,45.42981193070
5263,GALETTA SIDE RD btwn NEWTOWN RD & FERRY RD (__3ZA4RH),2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329997.30595,5036977.85066,-76.17773679310,45.47227282170
5264,GALETTA SIDE RD btwn TORBOLTON RIDGE RD & WOODKILTON RD (__3ZA4QZ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,332292.67385,5039060.43073,-76.14826392450,45.49092589620
5265,GALETTA SIDE RD btwn UPPER DWYER HILL RD & HIGHWAY 17 (__3ZA4SM),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321344.31653,5029305.50093,-76.28866190270,45.40349200810
5266,GALETTA SIDE RD btwn WOODKILTON RD & DUNROBIN RD (__3ZA4Q3),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,333198.56761,5039925.39979,-76.13662426910,45.49867283990
5267,GALLAGHER RD @ HARNETT RD (0003672),2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,362457.62250,4990771.21890,-75.76797048970,45.05457675510
5268,GALLAGHER RD btwn HARNETT RD & MACKEY RD (__3ZBOIX),3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362913.10738,4991723.95745,-75.76207779740,45.06311265280
5269,GALLAGHER RD btwn MACKEY RD & MALAKOFF RD (__3ZAAZS),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363274.62490,4993782.23963,-75.75724774710,45.08160405300
5270,GALLANTRY WAY btwn CORIOLIS CRT/GALLANTRY WAY & KHAMSIN ST (__5UA3N9),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350777.02710,5016393.88905,-75.91390029060,45.28599625530
5271,GALLANTRY WAY btwn KHAMSIN ST & KHAMSIN ST (__87XGJB),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350926.81677,5016574.17538,-75.91197416130,45.28760871090
5272,GALT ST btwn AYLMER AVE & END (1) (__3ZA9JE),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368574.21210,5028703.05210,-75.68546087790,45.39536193710
5273,GARAND PL btwn Continuation of GARAND PL & BRIAR HILL DR (__3ZBOUD),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371402.54491,5027112.31188,-75.64955534310,45.38078575460
5274,GARDENGATE WAY btwn WESTPOINTE CRES & WESTPOINTE CRES (__3ZA50F),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,362231.05153,5023053.08570,-75.76712703990,45.34507308840
5275,GARDENVIEW PRIV @ RIVERSIDE DR (0002157),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368344.72000,5024666.52120,-75.68891114430,45.35906320350
5276,GARDENWAY DR @ NORTHLANDS DR (0012954),3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,384939.76050,5036991.55110,-75.47511747400,45.46825271130
5277,GARDENWAY DR @ OAKLAWN CRES N (0004816),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384069.76080,5036686.57170,-75.48629105580,45.46560806780
5278,GARDENWAY DR @ POCONO CRES N (0004814),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384061.75990,5036963.56840,-75.48634868570,45.46810113640
5279,GARDENWAY DR @ PORTOBELLO BLVD (0009174),2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,385376.77290,5037309.56180,-75.46947742260,45.47106358350
5280,GARDENWAY DR btwn BOAKE ST & LEJEUNE DR (__3ZAYGJ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384842.27863,5036871.32936,-75.47638351890,45.46718224890
5281,GARDENWAY DR btwn ESPLANADE AVE & ORCHARDVIEW AVE (__3ZBO8F),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384646.80806,5036766.56342,-75.47889990290,45.46626203550
5282,GARDENWAY DR btwn LATOUR CRES & LATOUR CRES (__3ZBO8G),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384058.11569,5036811.03392,-75.48641988110,45.46672918540
5283,GARDENWAY DR btwn LATOUR CRES & OAKLAWN CRES (__3ZA5ST),2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384063.75945,5036728.56545,-75.48636101690,45.46598657030
5284,GARDENWAY DR btwn OAKLAWN CRES & OAKLAWN CRES (__3ZA5SR),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384076.05391,5036646.28385,-75.48621708950,45.46524488110
5285,GARDENWAY DR btwn OAKLAWN CRES & ROUGEMOUNT CRES (__3ZA5SS),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384099.45643,5036568.30979,-75.48593044460,45.46454068570
5286,GARDENWAY DR btwn SATURN CRES & SATURN CRES (__3ZA1U1),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,385194.44838,5037143.55725,-75.47183601000,45.46959104760
5287,GARDENWAY DR/POCONO CRES S @ LATOUR CRES N (0004313),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384059.76380,5036851.56760,-75.48639227130,45.46709368320
5288,GARFIELD AVE @ MAITLAND AVE (0002031),19,5,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,363342.69180,5025562.52770,-75.75264550980,45.36756088900
5289,GARFIELD AVE @ RIDDELL AVE (0002030),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363228.69180,5025510.53270,-75.75410685580,45.36710255680
5290,GARFIELD AVE W @ BEL AIR DR W (0003051),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362832.69000,5025199.52270,-75.75919826590,45.36433702150
5291,GARLAND ST @ LOWREY ST (0005958),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365463.08110,5029955.13510,-75.72503921080,45.40690433240
5292,GARLAND ST @ SOMERSET ST W/WELLINGTON ST (0006483),3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,365651.70150,5029845.56120,-75.72264336270,45.40590204050
5293,GARLOCK RD @ THIRD LINE RD (0008185),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371032.69040,4997274.27670,-75.65825227560,45.11234239220
5294,GARRITY CRES btwn BALINROAN CRES & LEAMINGTON WAY (__737LZ8),4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,364948.54607,5014257.35290,-75.73351971340,45.26570189050
5295,GATESTONE PRIV @ MONTREAL RD (0012425),2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,375869.76860,5034694.83940,-75.59142712500,45.44857015010
5296,GAULTOIS AVE btwn BEDEQUE CRT & LOIRE DR (__3ZA6EM),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,380846.27017,5036331.92746,-75.52756211020,45.46277563580
5297,GEMINI WAY btwn CENTREPOINTE DR & TURN LANE (__4B3Z5L),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,362218.40627,5023439.93178,-75.76724348100,45.34855494180
5298,GENERAL AVE btwn ANNA AVE & CROWN CRES (__3ZA0R9),3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365427.40828,5027344.16726,-75.72581574980,45.38341451510
5299,GENEST ST @ MARQUETTE AVE (0009310),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,369841.70740,5033961.59860,-75.66857967970,45.44255972810
5300,GENEST ST btwn LOYER ST & ST. CHARLES ST (__3ZA8V9),3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,369523.20655,5033566.59455,-75.67270255530,45.43903520510
5301,GENEST ST btwn MARIER AVE & STE. CECILE ST (__3ZA8YB),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,369787.70710,5033853.59645,-75.66928414820,45.44159299270
5302,GENEST ST btwn ST. CHARLES ST & MARIER AVE (__3ZA8XI),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369681.20710,5033718.09550,-75.67066322120,45.44038370310
5303,GENEVRIERS ST @ MAGNOLIA ST (0016366),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384436.37070,5034491.48210,-75.48195901720,45.44581696730
5304,GENTLE GATE CRES btwn TAPIOLA CRES & TAPIOLA CRES (__3ZA9GL),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371798.18445,5025242.68099,-75.64475760670,45.36392577810
5305,GEORGE ST    W btwn PRESTON ST & END (__3ZA06J),5,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,366564.70300,5029393.05945,-75.71103790810,45.40175058330
5306,GEORGE ST @ 26 W OF BYWARD MARKET/FREIMAN MALL (0008248),2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,367998.23800,5032196.42860,-75.69236872980,45.42684644510
5307,GEORGE ST @ DALHOUSIE ST (0008516),37,5,6,7,11,8,0,0,0,0,0,0,7,0,0,1,4,2,368157.69760,5032315.58970,-75.69031581780,45.42790418910
5308,GEORGE ST @ PRESTON ST (0006190),9,4,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,366618.70140,5029416.55980,-75.71034527030,45.40195726650
5309,GEORGE ST @ SUSSEX DR (0002109),10,1,2,0,2,5,0,0,0,0,0,0,1,0,0,0,0,1,367869.21590,5032130.69290,-75.69402579940,45.42626662340
5310,GEORGE ST @ WILLIAM ST (0007976),6,1,0,1,1,3,2,0,0,0,0,2,0,0,0,0,0,0,368047.97210,5032233.52000,-75.69172846160,45.42717568530
5311,GEORGE ST btwn 26 W OF BYWARD MARKET/FREIMAN MALL & BY WARD MARKET SQ (__3ZA40PB),6,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,368007.95410,5032202.98300,-75.69224373580,45.42690454140
5312,GEORGE ST btwn BY WARD MARKET SQ & WILLIAM ST (__3ZA8ZU),5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368034.33810,5032222.55205,-75.69190408680,45.42707823260
5313,GEORGE ST btwn CUMBERLAND ST & KING EDWARD AVE (__3ZA81F),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368398.21641,5032442.02523,-75.68722607360,45.42901998170
5314,GEORGE ST btwn DALHOUSIE ST & CUMBERLAND ST (__3ZA81O),26,5,7,4,3,7,2,0,1,0,0,1,4,2,0,1,1,0,368241.70450,5032366.08490,-75.68923584900,45.42835091220
5315,GEORGE ST btwn SUSSEX DR & 26 W OF BYWARD MARKET/FREIMAN MALL (__3ZA40PA),11,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,367929.03007,5032168.99929,-75.69325658800,45.42660589540
5316,GEORGE ST btwn WILLIAM ST & DALHOUSIE ST (__3ZA8Z1),9,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,368100.03581,5032278.17471,-75.69105744580,45.42757276290
5317,GEORGETON PRIV btwn JARDIN PRIV & LONDON TER (__3GGOE3),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371266.70845,5035050.10490,-75.65021900190,45.45221955970
5318,GEORGINA DR @ PARKHAVEN AVE (0006446),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,361450.68420,5025204.51320,-75.77683791190,45.36449497880
5319,GERRY LALONDE DR @ PETRICHOR CRES (0015673),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,383724.45580,5035120.75210,-75.49095748730,45.45155932860
5320,GERRY LALONDE DR btwn AZURE ST/TRIGORIA CRES & NACARAT ST (__87LHOI),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,383577.19290,5034985.97700,-75.49286152180,45.45036335590
5321,GERRY LALONDE DR btwn BLUESTONE PRIV & BLUESTONE PRIV (__86L67K),2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,384168.17260,5035382.19850,-75.48524331050,45.45386133650
5322,GERRY LALONDE DR btwn BRIAN COBURN BLVD & CHINIAN ST/TRIGORIA CRES (__86L66A),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383453.70446,5034782.03942,-75.49447263860,45.44854241170
5323,GERRY LALONDE DR btwn LERTA WAY & PETRICHOR CRES/ STRASBOURG ST (__8XI23U),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,383964.34343,5035297.30733,-75.48786260960,45.45312068200
5324,GERTIE ST btwn ARLBERG LANE & QUEENSTON DR (__4QEYEL),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356744.18300,5006638.28750,-75.83885675190,45.19779732590
5325,GERVIN ST btwn PINEGLEN CRES & GRAYSON ST (__3ZA54Y),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365949.36570,5020088.52873,-75.72004845400,45.31808410610
5326,GIANT CEDARS CRES @ SHORELINE DR S (0010100),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368767.81750,5015408.78750,-75.68470674360,45.27572539760
5327,GIANT CEDARS CRES btwn RED SPRUCE ST & CIRRUS WAY (__3ZAZ23),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368807.64900,5015488.51550,-75.68418884850,45.27643915540
5328,GIBBARD AVE @ GREENBANK RD (0000557),5,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,361429.68390,5020616.48020,-75.77763120500,45.32321371420
5329,GIBBARD AVE btwn ATKINSON GT & KNOXDALE RD (__3ZA17A),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361761.49877,5020876.56707,-75.77336899330,45.32552712620
5330,GIBBARD AVE btwn GREENBANK RD & ATKINSON GT (__3ZA4YP),4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,361542.80052,5020721.43459,-75.77617637770,45.32414895880
5331,GIBFORD DR @ HUNT CLUB RD (0008828),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369960.19450,5023005.26090,-75.66851219690,45.34396736700
5332,GIBFORD DR btwn DEAN MARTIN CRES & UPLANDS DR (__3ZAZ04),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370123.35877,5022866.85572,-75.66644860860,45.34270685910
5333,GIBFORD DR btwn GIBFORD DR & DEAN MARTIN CRES (__3ZAZ06),2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,370012.85150,5022913.03300,-75.66785248770,45.34313263180
5334,GILBEY DR @ MERIVALE RD (0000624),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,364681.69920,5024719.52640,-75.73565544330,45.35986257010
5335,GILCHRIST ST @ SCOTT ST (0006128),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364281.68870,5029316.56020,-75.74020698330,45.40125996060
5336,GILCHRIST ST @ SPENCER ST (0006111),4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,364349.69610,5029160.55510,-75.73935719990,45.39985047670
5337,GILCHRIST ST @ WELLINGTON ST (0006110),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,364423.70000,5028992.55890,-75.73843232170,45.39833258220
5338,GILLES ST @ HERON RD (0007140),4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,369758.71860,5026818.53580,-75.67058169180,45.37829679880
5339,GILLES ST btwn APOLYDOR AVE & GUERTIN AVE (__3ZA87S),1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,369678.26135,5027179.93127,-75.67156140440,45.38155597580
5340,GILLESPIE CRES btwn HACKETT ST & VANHURST PL (__3ZA9AG),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368446.34794,5023233.20679,-75.68779859100,45.34615736250
5341,GILLIGAN RD @ LEITRIM RD (0013707),3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372980.20000,5020083.56600,-75.63038167950,45.31739190600
5342,GILMOUR ST @ HARTINGTON PL (0007078),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368482.70610,5031190.57110,-75.68630820270,45.41775215120
5343,GILMOUR ST @ KENT ST (0007283),4,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,367615.70880,5030672.57110,-75.69745099550,45.41316972550
5344,GILMOUR ST @ LYON ST (0007276),6,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,367453.71180,5030573.57150,-75.69953309010,45.41229348020
5345,GILMOUR ST @ O'CONNOR ST (0007286),9,1,1,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,367943.71140,5030868.57000,-75.69323565890,45.41490374070
5346,GILMOUR ST @ PERCY ST (0006760),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367200.69460,5030422.56690,-75.70278445150,45.41095739260
5347,GILMOUR ST btwn BAY ST & LYON ST N (__3ZA8FG),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367393.70490,5030537.56900,-75.70030423810,45.41197491050
5348,GILMOUR ST btwn CARTIER ST & HARTINGTON PL (__3ZA9UU),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,368444.20790,5031168.07400,-75.68680296080,45.41755323300
5349,GILMOUR ST btwn DERBY PL & O'CONNOR ST (__3ZA4GK),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,367904.70600,5030845.07155,-75.69373697590,45.41469582840
5350,GILMOUR ST btwn ELGIN ST & CARTIER ST (__3ZBORA),4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,368329.20750,5031100.07345,-75.68828096640,45.41695183870
5351,GILMOUR ST btwn HARTINGTON PL & MACDONALD ST (__3ZA9UZ),2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368518.70790,5031212.07400,-75.68584546370,45.41794234920
5352,GILMOUR ST btwn KENT ST & BANK ST (__3ZA9TV),3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367701.20545,5030723.57055,-75.69635226780,45.41362092320
5353,GILMOUR ST btwn LYON ST N & KENT ST (__3ZBORF),3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,367534.70490,5030623.06955,-75.69849212000,45.41273159290
5354,GILMOUR ST btwn MACDONALD ST & SALISBURY PL (__3ZA4F0),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368587.70790,5031253.57400,-75.68495854580,45.41830946460
5355,GILMOUR ST btwn METCALFE ST & ELGIN ST (__3ZA9TG),3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,368175.70710,5031007.57250,-75.69025395530,45.41613346580
5356,GILMOUR ST btwn O'CONNOR ST & METCALFE ST (__3ZA9TA),3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368021.20655,5030914.57210,-75.69223972840,45.41531065530
5357,GILMOUR ST btwn SALISBURY PL & DRIVEWAY (THE) (__3ZA4FA),2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368663.09282,5031320.82326,-75.68398670430,45.41890767340
5358,GILROY RD btwn DWYER HILL RD & END (__3ZA1HO),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357167.96236,4981942.14343,-75.83604277330,44.97553817870
5359,GLACIER ST btwn AVERY CRES & AMHERST CRES (__3ZAABP),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363401.68300,5015253.43550,-75.75311232740,45.27479525320
5360,GLADECREST CRT @ VALLEY STREAM DR (0001190),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,359904.66870,5021791.49370,-75.79695203310,45.33390788920
5361,GLADECREST CRT btwn VALLEY STREAM DR & VALLEY STREAM DR (__3ZAA2S),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359997.40799,5021817.77420,-75.79576598580,45.33413707270
5362,GLADEVIEW PRIV btwn MAPLE PARK PRIV & END (2) (__3ZAZJS),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,373464.80485,5025090.91118,-75.62350649360,45.36239894320
5363,GLADEWOODS PL btwn MONTCLAIR AVE & TO BE DETERMINED (__3ZA5U2),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380278.73578,5034101.55697,-75.53516065340,45.44277002550
5364,GLADSTONE AVE @ ARTHUR ST/ARTHUR LANE (0005267),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366993.70300,5029995.57570,-75.70548253640,45.40713387430
5365,GLADSTONE AVE @ BEVERLEY AVE (0006519),1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,365385.70150,5029194.55840,-75.72612107680,45.40006754380
5366,GLADSTONE AVE @ CAMBRIDGE ST (0006328),15,1,3,4,4,3,2,0,0,2,0,0,0,0,0,0,0,0,367064.70460,5030036.56970,-75.70457040970,45.40749641400
5367,GLADSTONE AVE @ IRVING AVE (0006283),4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,365807.70200,5029387.55700,-75.72070736650,45.40176745220
5368,GLADSTONE AVE @ KENT ST (0002251),38,10,9,6,3,10,1,1,0,0,0,0,0,0,0,0,0,0,367744.70420,5030459.57050,-75.69583028230,45.41124162190
5369,GLADSTONE AVE @ LEBRETON ST (0005746),13,0,5,3,1,4,0,0,0,0,0,0,1,0,1,0,0,0,366855.70040,5029922.56870,-75.70725452290,45.40648922660
5370,GLADSTONE AVE @ LORETTA AVE (0005092),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366196.70100,5029567.56440,-75.71571647510,45.40335310500
5371,GLADSTONE AVE @ LYON ST (0002705),16,1,6,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,367583.71350,5030361.57110,-75.69789934820,45.41037431480
5372,GLADSTONE AVE @ MELROSE AVE (0006165),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365587.69460,5029279.55660,-75.72353072150,45.40081482830
5373,GLADSTONE AVE @ METCALFE ST (0002709),19,4,1,4,4,6,0,0,0,0,0,0,2,1,0,1,0,0,368230.71170,5030750.56860,-75.68958431530,45.41381604590
